,code_site,code_station,grandeur_hydro,date_debut_serie,date_fin_serie,statut_serie,code_systeme_alti_serie,date_obs,resultat_obs,code_methode_obs,libelle_methode_obs,code_qualification_obs,libelle_qualification_obs,continuite_obs_hydro,longitude,latitude
2234,L8122120,L812212001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,472.0,0,Mesure,16,Non qualifiée,True,-0.166850805,46.786083352
2235,L8122120,L812212004,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,1034.0,0,Mesure,16,Non qualifiée,True,-0.172030814,46.763977532
2236,L8122120,L812212004,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,11100.0,12,Interpolation,16,Non qualifiée,True,-0.172030814,46.763977532
2237,L8134020,L813402001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,881.0,0,Mesure,16,Non qualifiée,True,-0.19111622,46.77429523
2238,L8134020,L813402001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,3560.0,12,Interpolation,16,Non qualifiée,True,-0.19111622,46.77429523
2239,L8142110,L814211001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,623.0,0,Mesure,16,Non qualifiée,True,-0.139912183,46.883600346
2240,L8142110,L814211001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,13800.0,12,Interpolation,16,Non qualifiée,True,-0.139912183,46.883600346
2241,L8213010,L821301001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,838.0,0,Mesure,16,Non qualifiée,True,-0.186961428,46.92308205
2242,L8213010,L821301001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,4350.0,12,Interpolation,16,Non qualifiée,True,-0.186961428,46.92308205
2243,L8222110,L822211001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,1446.0,0,Mesure,16,Non qualifiée,True,-0.191248779,46.952492153
2244,L8222110,L822211001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,18500.0,12,Interpolation,16,Non qualifiée,True,-0.191248779,46.952492153
2245,L8343010,L834301001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,810.0,0,Mesure,16,Non qualifiée,True,-0.356461584,46.997660056
2246,L8343010,L834301001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,10100.0,12,Interpolation,16,Non qualifiée,True,-0.356461584,46.997660056
2247,L8402110,L840211001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,211.0,0,Mesure,16,Non qualifiée,True,-0.154410668,47.135904691
2248,L8402110,L840211002,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,1088.0,0,Mesure,16,Non qualifiée,True,-0.142074829,47.144899181
2249,L8402110,L840211002,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,32600.0,12,Interpolation,16,Non qualifiée,True,-0.142074829,47.144899181
2250,L8523010,L852301001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,1837.0,0,Mesure,16,Non qualifiée,True,-0.089621633,47.097294782
2251,L8523010,L852301001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,6660.0,12,Interpolation,16,Non qualifiée,True,-0.089621633,47.097294782
2252,L8602110,L860211002,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,2243.0,0,Mesure,16,Non qualifiée,True,-0.080336082,47.215744977
2253,L8602110,L860211002,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,53300.0,12,Interpolation,12,Douteuse,True,-0.080336082,47.215744977
2254,L8700010,L870001020,H,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,2516.0,0,Mesure,16,Non qualifiée,True,-0.230904781,47.345018049
2255,M5014210,M501421020,H,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,835.0,0,Mesure,16,Non qualifiée,True,-0.509225007,47.375686585
2256,M5014210,M501421020,Q,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,857.0,12,Interpolation,16,Non qualifiée,True,-0.509225007,47.375686585
2257,M5102010,M510201010,H,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,900.0,0,Mesure,16,Non qualifiée,True,-0.374479334,47.19299553
2258,M5102010,M510201010,Q,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,2270.0,12,Interpolation,16,Non qualifiée,True,-0.374479334,47.19299553
2259,M5124310,M512431010,H,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,460.0,0,Mesure,16,Non qualifiée,True,-0.481930752,47.223633643
2260,M5214010,M521401020,H,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,647.0,0,Mesure,16,Non qualifiée,True,-0.621667188,47.302060918
2261,M5214010,M521401020,Q,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,1760.0,12,Interpolation,12,Douteuse,True,-0.621667188,47.302060918
2262,M5222010,M522201010,H,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,990.0,0,Mesure,16,Non qualifiée,True,-0.632160202,47.316359144
2263,M5222010,M522201010,Q,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,6850.0,12,Interpolation,12,Douteuse,True,-0.632160202,47.316359144
2264,M7005610,M700561010,H,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,351.0,0,Mesure,16,Non qualifiée,True,-0.555234501,46.701244389
2265,M7005610,M700561010,Q,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,1700.0,12,Interpolation,16,Non qualifiée,True,-0.555234501,46.701244389
2266,M7022410,M702241010,H,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,1487.0,0,Mesure,16,Non qualifiée,True,-0.700056248,46.810942065
2267,M7022410,M702241010,Q,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,10700.0,12,Interpolation,16,Non qualifiée,True,-0.700056248,46.810942065
2268,M7032430,M703243010,H,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,782.0,0,Mesure,16,Non qualifiée,True,-0.888052612,46.959047727
2269,M7044010,M704401010,H,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,452.0,0,Mesure,16,Non qualifiée,True,-0.799835502,46.964018371
2270,M7044010,M704401010,Q,2023-11-19T00:10:00Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:10:00Z,1720.0,12,Interpolation,16,Non qualifiée,True,-0.799835502,46.964018371
2271,L8122120,L812212001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,472.0,0,Mesure,16,Non qualifiée,True,-0.166850805,46.786083352
2272,L8122120,L812212004,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,1033.0,0,Mesure,16,Non qualifiée,True,-0.172030814,46.763977532
2273,L8122120,L812212004,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,11100.0,12,Interpolation,16,Non qualifiée,True,-0.172030814,46.763977532
2274,L8134020,L813402001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,884.0,0,Mesure,16,Non qualifiée,True,-0.19111622,46.77429523
2275,L8134020,L813402001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,3610.0,12,Interpolation,16,Non qualifiée,True,-0.19111622,46.77429523
2276,L8142110,L814211001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,622.0,0,Mesure,16,Non qualifiée,True,-0.139912183,46.883600346
2277,L8142110,L814211001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,13700.0,12,Interpolation,16,Non qualifiée,True,-0.139912183,46.883600346
2278,L8213010,L821301001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,837.0,0,Mesure,16,Non qualifiée,True,-0.186961428,46.92308205
2279,L8213010,L821301001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,4340.0,12,Interpolation,16,Non qualifiée,True,-0.186961428,46.92308205
2280,L8222110,L822211001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,1446.0,0,Mesure,16,Non qualifiée,True,-0.191248779,46.952492153
2281,L8222110,L822211001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,18500.0,12,Interpolation,16,Non qualifiée,True,-0.191248779,46.952492153
2282,L8343010,L834301001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,816.0,0,Mesure,16,Non qualifiée,True,-0.356461584,46.997660056
2283,L8343010,L834301001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,10300.0,12,Interpolation,16,Non qualifiée,True,-0.356461584,46.997660056
2284,L8402110,L840211001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,210.0,0,Mesure,16,Non qualifiée,True,-0.154410668,47.135904691
2285,L8402110,L840211002,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,1091.0,0,Mesure,16,Non qualifiée,True,-0.142074829,47.144899181
2286,L8402110,L840211002,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,32600.0,12,Interpolation,16,Non qualifiée,True,-0.142074829,47.144899181
2287,L8523010,L852301001,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,1838.0,0,Mesure,16,Non qualifiée,True,-0.089621633,47.097294782
2288,L8523010,L852301001,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,6670.0,12,Interpolation,16,Non qualifiée,True,-0.089621633,47.097294782
2289,L8602110,L860211002,H,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,2243.0,0,Mesure,16,Non qualifiée,True,-0.080336082,47.215744977
2290,L8602110,L860211002,Q,2023-11-19T00:00:01Z,2023-11-19T07:00:00Z,4,31,2023-11-19T06:05:00Z,53300.0,12,Interpolation,12,Douteuse,True,-0.080336082,47.215744977
2291,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,1941.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
2292,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,1300000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
2293,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,2093.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
2294,L8122120,L812212001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,471.0,0,Mesure,16,Non qualifiée,True,-0.166850805,46.786083352
2295,L8122120,L812212004,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,1031.0,0,Mesure,16,Non qualifiée,True,-0.172030814,46.763977532
2296,L8122120,L812212004,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,11000.0,12,Interpolation,16,Non qualifiée,True,-0.172030814,46.763977532
2297,L8134020,L813402001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,887.0,0,Mesure,16,Non qualifiée,True,-0.19111622,46.77429523
2298,L8134020,L813402001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,3670.0,12,Interpolation,16,Non qualifiée,True,-0.19111622,46.77429523
2299,L8142110,L814211001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,621.0,0,Mesure,16,Non qualifiée,True,-0.139912183,46.883600346
2300,L8142110,L814211001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,13700.0,12,Interpolation,16,Non qualifiée,True,-0.139912183,46.883600346
2301,L8213010,L821301001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,836.0,0,Mesure,16,Non qualifiée,True,-0.186961428,46.92308205
2302,L8213010,L821301001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,4320.0,12,Interpolation,16,Non qualifiée,True,-0.186961428,46.92308205
2303,L8222110,L822211001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,1446.0,0,Mesure,16,Non qualifiée,True,-0.191248779,46.952492153
2304,L8222110,L822211001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,18500.0,12,Interpolation,16,Non qualifiée,True,-0.191248779,46.952492153
2305,L8343010,L834301001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,821.0,0,Mesure,16,Non qualifiée,True,-0.356461584,46.997660056
2306,L8343010,L834301001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,10400.0,12,Interpolation,16,Non qualifiée,True,-0.356461584,46.997660056
2307,L8402110,L840211001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,209.0,0,Mesure,16,Non qualifiée,True,-0.154410668,47.135904691
2308,L8402110,L840211002,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,1093.0,0,Mesure,16,Non qualifiée,True,-0.142074829,47.144899181
2309,L8402110,L840211002,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,32700.0,12,Interpolation,16,Non qualifiée,True,-0.142074829,47.144899181
2310,L8523010,L852301001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,1838.0,0,Mesure,16,Non qualifiée,True,-0.089621633,47.097294782
2311,L8523010,L852301001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,6670.0,12,Interpolation,16,Non qualifiée,True,-0.089621633,47.097294782
2312,L8602110,L860211002,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,2243.0,0,Mesure,16,Non qualifiée,True,-0.080336082,47.215744977
2313,L8602110,L860211002,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,53300.0,12,Interpolation,12,Douteuse,True,-0.080336082,47.215744977
2314,L8700010,L870001020,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,2508.0,0,Mesure,16,Non qualifiée,True,-0.230904781,47.345018049
2315,M5014210,M501421020,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,835.0,0,Mesure,16,Non qualifiée,True,-0.509225007,47.375686585
2316,M5014210,M501421020,Q,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,857.0,12,Interpolation,16,Non qualifiée,True,-0.509225007,47.375686585
2317,M5102010,M510201010,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,898.0,0,Mesure,16,Non qualifiée,True,-0.374479334,47.19299553
2318,M5102010,M510201010,Q,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,2250.0,12,Interpolation,16,Non qualifiée,True,-0.374479334,47.19299553
2319,M5124310,M512431010,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,460.0,0,Mesure,16,Non qualifiée,True,-0.481930752,47.223633643
2320,M5214010,M521401020,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,647.0,0,Mesure,16,Non qualifiée,True,-0.621667188,47.302060918
2321,M5214010,M521401020,Q,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,1760.0,12,Interpolation,12,Douteuse,True,-0.621667188,47.302060918
2322,M5222010,M522201010,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,991.0,0,Mesure,16,Non qualifiée,True,-0.632160202,47.316359144
2323,M5222010,M522201010,Q,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,6860.0,12,Interpolation,12,Douteuse,True,-0.632160202,47.316359144
2324,M7005610,M700561010,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,351.0,0,Mesure,16,Non qualifiée,True,-0.555234501,46.701244389
2325,M7005610,M700561010,Q,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,1700.0,12,Interpolation,16,Non qualifiée,True,-0.555234501,46.701244389
2326,M7022410,M702241010,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,1485.0,0,Mesure,16,Non qualifiée,True,-0.700056248,46.810942065
2327,M7022410,M702241010,Q,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,10600.0,12,Interpolation,16,Non qualifiée,True,-0.700056248,46.810942065
2328,M7032430,M703243010,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,785.0,0,Mesure,16,Non qualifiée,True,-0.888052612,46.959047727
2329,M7044010,M704401010,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,454.0,0,Mesure,16,Non qualifiée,True,-0.799835502,46.964018371
2330,M7044010,M704401010,Q,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T06:00:00Z,1730.0,12,Interpolation,16,Non qualifiée,True,-0.799835502,46.964018371
2331,L8122120,L812212001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,472.0,0,Mesure,16,Non qualifiée,True,-0.166850805,46.786083352
2332,L8122120,L812212004,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,1033.0,0,Mesure,16,Non qualifiée,True,-0.172030814,46.763977532
2333,L8122120,L812212004,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,11100.0,12,Interpolation,16,Non qualifiée,True,-0.172030814,46.763977532
2334,L8134020,L813402001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,884.0,0,Mesure,16,Non qualifiée,True,-0.19111622,46.77429523
2335,L8134020,L813402001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,3610.0,12,Interpolation,16,Non qualifiée,True,-0.19111622,46.77429523
2336,L8142110,L814211001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,622.0,0,Mesure,16,Non qualifiée,True,-0.139912183,46.883600346
2337,L8142110,L814211001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,13700.0,12,Interpolation,16,Non qualifiée,True,-0.139912183,46.883600346
2338,L8213010,L821301001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,836.0,0,Mesure,16,Non qualifiée,True,-0.186961428,46.92308205
2339,L8213010,L821301001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,4320.0,12,Interpolation,16,Non qualifiée,True,-0.186961428,46.92308205
2340,L8222110,L822211001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,1447.0,0,Mesure,16,Non qualifiée,True,-0.191248779,46.952492153
2341,L8222110,L822211001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,18500.0,12,Interpolation,16,Non qualifiée,True,-0.191248779,46.952492153
2342,L8343010,L834301001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,809.0,0,Mesure,16,Non qualifiée,True,-0.356461584,46.997660056
2343,L8343010,L834301001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,10100.0,12,Interpolation,16,Non qualifiée,True,-0.356461584,46.997660056
2344,L8402110,L840211001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,210.0,0,Mesure,16,Non qualifiée,True,-0.154410668,47.135904691
2345,L8402110,L840211002,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,1091.0,0,Mesure,16,Non qualifiée,True,-0.142074829,47.144899181
2346,L8402110,L840211002,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,32600.0,12,Interpolation,16,Non qualifiée,True,-0.142074829,47.144899181
2347,L8523010,L852301001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,1838.0,0,Mesure,16,Non qualifiée,True,-0.089621633,47.097294782
2348,L8523010,L852301001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,6670.0,12,Interpolation,16,Non qualifiée,True,-0.089621633,47.097294782
2349,L8602110,L860211002,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,2244.0,0,Mesure,16,Non qualifiée,True,-0.080336082,47.215744977
2350,L8602110,L860211002,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:55:00Z,53400.0,12,Interpolation,12,Douteuse,True,-0.080336082,47.215744977
2351,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,1946.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
2352,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,1300000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
2353,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,2093.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
2354,L8122120,L812212001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,473.0,0,Mesure,16,Non qualifiée,True,-0.166850805,46.786083352
2355,L8122120,L812212004,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,1034.0,0,Mesure,16,Non qualifiée,True,-0.172030814,46.763977532
2356,L8122120,L812212004,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,11100.0,12,Interpolation,16,Non qualifiée,True,-0.172030814,46.763977532
2357,L8134020,L813402001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,881.0,0,Mesure,16,Non qualifiée,True,-0.19111622,46.77429523
2358,L8134020,L813402001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,3560.0,12,Interpolation,16,Non qualifiée,True,-0.19111622,46.77429523
2359,L8142110,L814211001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,622.0,0,Mesure,16,Non qualifiée,True,-0.139912183,46.883600346
2360,L8142110,L814211001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,13700.0,12,Interpolation,16,Non qualifiée,True,-0.139912183,46.883600346
2361,L8213010,L821301001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,836.0,0,Mesure,16,Non qualifiée,True,-0.186961428,46.92308205
2362,L8213010,L821301001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,4320.0,12,Interpolation,16,Non qualifiée,True,-0.186961428,46.92308205
2363,L8222110,L822211001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,1447.0,0,Mesure,16,Non qualifiée,True,-0.191248779,46.952492153
2364,L8222110,L822211001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,18500.0,12,Interpolation,16,Non qualifiée,True,-0.191248779,46.952492153
2365,L8343010,L834301001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,797.0,0,Mesure,16,Non qualifiée,True,-0.356461584,46.997660056
2366,L8343010,L834301001,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,9800.0,12,Interpolation,16,Non qualifiée,True,-0.356461584,46.997660056
2367,L8402110,L840211001,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,210.0,0,Mesure,16,Non qualifiée,True,-0.154410668,47.135904691
2368,L8402110,L840211002,H,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,1088.0,0,Mesure,16,Non qualifiée,True,-0.142074829,47.144899181
2369,L8402110,L840211002,Q,2023-11-19T00:00:01Z,2023-11-19T06:00:00Z,4,31,2023-11-19T05:50:00Z,32600.0,12,Interpolation,16,Non qualifiée,True,-0.142074829,47.144899181
