,code_site,code_station,grandeur_hydro,date_debut_serie,date_fin_serie,statut_serie,code_systeme_alti_serie,date_obs,resultat_obs,code_methode_obs,libelle_methode_obs,code_qualification_obs,libelle_qualification_obs,continuite_obs_hydro,longitude,latitude
0,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,1921.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
1,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,1280000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
2,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,2077.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
3,L8700010,L870001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,2497.0,0,Mesure,16,Non qualifiée,True,-0.230904781,47.345018049
4,M5014210,M501421020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,834.0,0,Mesure,16,Non qualifiée,True,-0.509225007,47.375686585
5,M5014210,M501421020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,849.0,12,Interpolation,16,Non qualifiée,True,-0.509225007,47.375686585
6,M5102010,M510201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,899.0,0,Mesure,16,Non qualifiée,True,-0.374479334,47.19299553
7,M5102010,M510201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,2260.0,12,Interpolation,16,Non qualifiée,True,-0.374479334,47.19299553
8,M5124310,M512431010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,474.0,0,Mesure,16,Non qualifiée,True,-0.481930752,47.223633643
9,M5214010,M521401020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,653.0,0,Mesure,16,Non qualifiée,True,-0.621667188,47.302060918
10,M5214010,M521401020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,1860.0,12,Interpolation,12,Douteuse,True,-0.621667188,47.302060918
11,M5222010,M522201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,986.0,0,Mesure,16,Non qualifiée,True,-0.632160202,47.316359144
12,M5222010,M522201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,6780.0,12,Interpolation,12,Douteuse,True,-0.632160202,47.316359144
13,M7005610,M700561010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,369.0,0,Mesure,16,Non qualifiée,True,-0.555234501,46.701244389
14,M7005610,M700561010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,2000.0,12,Interpolation,16,Non qualifiée,True,-0.555234501,46.701244389
15,M7022410,M702241010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,1552.0,0,Mesure,16,Non qualifiée,True,-0.700056248,46.810942065
16,M7022410,M702241010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,11400.0,12,Interpolation,16,Non qualifiée,True,-0.700056248,46.810942065
17,M7032430,M703243010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,779.0,0,Mesure,16,Non qualifiée,True,-0.888052612,46.959047727
18,M7044010,M704401010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,453.0,0,Mesure,16,Non qualifiée,True,-0.799835502,46.964018371
19,M7044010,M704401010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T13:00:00Z,1730.0,12,Interpolation,16,Non qualifiée,True,-0.799835502,46.964018371
20,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,1922.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
21,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,1280000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
22,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,2078.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
23,L8700010,L870001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,2491.0,0,Mesure,16,Non qualifiée,True,-0.230904781,47.345018049
24,M5014210,M501421020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,834.0,0,Mesure,16,Non qualifiée,True,-0.509225007,47.375686585
25,M5014210,M501421020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,849.0,12,Interpolation,16,Non qualifiée,True,-0.509225007,47.375686585
26,M5102010,M510201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,895.0,0,Mesure,16,Non qualifiée,True,-0.374479334,47.19299553
27,M5102010,M510201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,2220.0,12,Interpolation,16,Non qualifiée,True,-0.374479334,47.19299553
28,M5124310,M512431010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,474.0,0,Mesure,16,Non qualifiée,True,-0.481930752,47.223633643
29,M5214010,M521401020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,653.0,0,Mesure,16,Non qualifiée,True,-0.621667188,47.302060918
30,M5214010,M521401020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,1860.0,12,Interpolation,12,Douteuse,True,-0.621667188,47.302060918
31,M5222010,M522201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,987.0,0,Mesure,16,Non qualifiée,True,-0.632160202,47.316359144
32,M5222010,M522201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,6800.0,12,Interpolation,12,Douteuse,True,-0.632160202,47.316359144
33,M7005610,M700561010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,371.0,0,Mesure,16,Non qualifiée,True,-0.555234501,46.701244389
34,M7005610,M700561010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,2030.0,12,Interpolation,16,Non qualifiée,True,-0.555234501,46.701244389
35,M7022410,M702241010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,1550.0,0,Mesure,16,Non qualifiée,True,-0.700056248,46.810942065
36,M7022410,M702241010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,11300.0,12,Interpolation,16,Non qualifiée,True,-0.700056248,46.810942065
37,M7032430,M703243010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,781.0,0,Mesure,16,Non qualifiée,True,-0.888052612,46.959047727
38,M7044010,M704401010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,449.0,0,Mesure,16,Non qualifiée,True,-0.799835502,46.964018371
39,M7044010,M704401010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:50:00Z,1710.0,12,Interpolation,16,Non qualifiée,True,-0.799835502,46.964018371
40,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,1922.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
41,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,1280000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
42,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,2077.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
43,L8700010,L870001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,2496.0,0,Mesure,16,Non qualifiée,True,-0.230904781,47.345018049
44,M5014210,M501421020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,834.0,0,Mesure,16,Non qualifiée,True,-0.509225007,47.375686585
45,M5014210,M501421020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,849.0,12,Interpolation,16,Non qualifiée,True,-0.509225007,47.375686585
46,M5102010,M510201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,894.0,0,Mesure,16,Non qualifiée,True,-0.374479334,47.19299553
47,M5102010,M510201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,2210.0,12,Interpolation,16,Non qualifiée,True,-0.374479334,47.19299553
48,M5124310,M512431010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,473.0,0,Mesure,16,Non qualifiée,True,-0.481930752,47.223633643
49,M5214010,M521401020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,656.0,0,Mesure,16,Non qualifiée,True,-0.621667188,47.302060918
50,M5214010,M521401020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,1910.0,12,Interpolation,12,Douteuse,True,-0.621667188,47.302060918
51,M5222010,M522201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,985.0,0,Mesure,16,Non qualifiée,True,-0.632160202,47.316359144
52,M5222010,M522201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,6760.0,12,Interpolation,12,Douteuse,True,-0.632160202,47.316359144
53,M7005610,M700561010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,369.0,0,Mesure,16,Non qualifiée,True,-0.555234501,46.701244389
54,M7005610,M700561010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,2000.0,12,Interpolation,16,Non qualifiée,True,-0.555234501,46.701244389
55,M7022410,M702241010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,1547.0,0,Mesure,16,Non qualifiée,True,-0.700056248,46.810942065
56,M7022410,M702241010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,11300.0,12,Interpolation,16,Non qualifiée,True,-0.700056248,46.810942065
57,M7032430,M703243010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,782.0,0,Mesure,16,Non qualifiée,True,-0.888052612,46.959047727
58,M7044010,M704401010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,452.0,0,Mesure,16,Non qualifiée,True,-0.799835502,46.964018371
59,M7044010,M704401010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:40:00Z,1720.0,12,Interpolation,16,Non qualifiée,True,-0.799835502,46.964018371
60,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,1917.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
61,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,1280000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
62,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,2083.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
63,L8700010,L870001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,2501.0,0,Mesure,16,Non qualifiée,True,-0.230904781,47.345018049
64,M5014210,M501421020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,834.0,0,Mesure,16,Non qualifiée,True,-0.509225007,47.375686585
65,M5014210,M501421020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,849.0,12,Interpolation,16,Non qualifiée,True,-0.509225007,47.375686585
66,M5102010,M510201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,896.0,0,Mesure,16,Non qualifiée,True,-0.374479334,47.19299553
67,M5102010,M510201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,2230.0,12,Interpolation,16,Non qualifiée,True,-0.374479334,47.19299553
68,M5124310,M512431010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,472.0,0,Mesure,16,Non qualifiée,True,-0.481930752,47.223633643
69,M5214010,M521401020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,656.0,0,Mesure,16,Non qualifiée,True,-0.621667188,47.302060918
70,M5214010,M521401020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,1910.0,12,Interpolation,12,Douteuse,True,-0.621667188,47.302060918
71,M5222010,M522201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,986.0,0,Mesure,16,Non qualifiée,True,-0.632160202,47.316359144
72,M5222010,M522201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,6780.0,12,Interpolation,12,Douteuse,True,-0.632160202,47.316359144
73,M7005610,M700561010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,369.0,0,Mesure,16,Non qualifiée,True,-0.555234501,46.701244389
74,M7005610,M700561010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,2000.0,12,Interpolation,16,Non qualifiée,True,-0.555234501,46.701244389
75,M7022410,M702241010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,1550.0,0,Mesure,16,Non qualifiée,True,-0.700056248,46.810942065
76,M7022410,M702241010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,11300.0,12,Interpolation,16,Non qualifiée,True,-0.700056248,46.810942065
77,M7032430,M703243010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,779.0,0,Mesure,16,Non qualifiée,True,-0.888052612,46.959047727
78,M7044010,M704401010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,453.0,0,Mesure,16,Non qualifiée,True,-0.799835502,46.964018371
79,M7044010,M704401010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:30:00Z,1730.0,12,Interpolation,16,Non qualifiée,True,-0.799835502,46.964018371
80,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,1924.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
81,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,1280000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
82,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,2083.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
83,L8700010,L870001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,2491.0,0,Mesure,16,Non qualifiée,True,-0.230904781,47.345018049
84,M5014210,M501421020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,834.0,0,Mesure,16,Non qualifiée,True,-0.509225007,47.375686585
85,M5014210,M501421020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,849.0,12,Interpolation,16,Non qualifiée,True,-0.509225007,47.375686585
86,M5102010,M510201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,898.0,0,Mesure,16,Non qualifiée,True,-0.374479334,47.19299553
87,M5102010,M510201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,2250.0,12,Interpolation,16,Non qualifiée,True,-0.374479334,47.19299553
88,M5124310,M512431010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,474.0,0,Mesure,16,Non qualifiée,True,-0.481930752,47.223633643
89,M5214010,M521401020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,656.0,0,Mesure,16,Non qualifiée,True,-0.621667188,47.302060918
90,M5214010,M521401020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,1910.0,12,Interpolation,12,Douteuse,True,-0.621667188,47.302060918
91,M5222010,M522201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,981.0,0,Mesure,16,Non qualifiée,True,-0.632160202,47.316359144
92,M5222010,M522201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,6700.0,12,Interpolation,12,Douteuse,True,-0.632160202,47.316359144
93,M7005610,M700561010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,369.0,0,Mesure,16,Non qualifiée,True,-0.555234501,46.701244389
94,M7005610,M700561010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,2000.0,12,Interpolation,16,Non qualifiée,True,-0.555234501,46.701244389
95,M7022410,M702241010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,1542.0,0,Mesure,16,Non qualifiée,True,-0.700056248,46.810942065
96,M7022410,M702241010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,11300.0,12,Interpolation,16,Non qualifiée,True,-0.700056248,46.810942065
97,M7032430,M703243010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,781.0,0,Mesure,16,Non qualifiée,True,-0.888052612,46.959047727
98,M7044010,M704401010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,454.0,0,Mesure,16,Non qualifiée,True,-0.799835502,46.964018371
99,M7044010,M704401010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:20:00Z,1730.0,12,Interpolation,16,Non qualifiée,True,-0.799835502,46.964018371
100,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,1926.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
101,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,1290000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
102,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,2083.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
103,L8700010,L870001020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,2500.0,0,Mesure,16,Non qualifiée,True,-0.230904781,47.345018049
104,M5014210,M501421020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,835.0,0,Mesure,16,Non qualifiée,True,-0.509225007,47.375686585
105,M5014210,M501421020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,857.0,12,Interpolation,16,Non qualifiée,True,-0.509225007,47.375686585
106,M5102010,M510201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,897.0,0,Mesure,16,Non qualifiée,True,-0.374479334,47.19299553
107,M5102010,M510201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,2240.0,12,Interpolation,16,Non qualifiée,True,-0.374479334,47.19299553
108,M5124310,M512431010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,473.0,0,Mesure,16,Non qualifiée,True,-0.481930752,47.223633643
109,M5214010,M521401020,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,653.0,0,Mesure,16,Non qualifiée,True,-0.621667188,47.302060918
110,M5214010,M521401020,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,1860.0,12,Interpolation,12,Douteuse,True,-0.621667188,47.302060918
111,M5222010,M522201010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,985.0,0,Mesure,16,Non qualifiée,True,-0.632160202,47.316359144
112,M5222010,M522201010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,6760.0,12,Interpolation,12,Douteuse,True,-0.632160202,47.316359144
113,M7005610,M700561010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,368.0,0,Mesure,16,Non qualifiée,True,-0.555234501,46.701244389
114,M7005610,M700561010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,1980.0,12,Interpolation,16,Non qualifiée,True,-0.555234501,46.701244389
115,M7022410,M702241010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,1542.0,0,Mesure,16,Non qualifiée,True,-0.700056248,46.810942065
116,M7022410,M702241010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,11300.0,12,Interpolation,16,Non qualifiée,True,-0.700056248,46.810942065
117,M7032430,M703243010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,780.0,0,Mesure,16,Non qualifiée,True,-0.888052612,46.959047727
118,M7044010,M704401010,H,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,453.0,0,Mesure,16,Non qualifiée,True,-0.799835502,46.964018371
119,M7044010,M704401010,Q,2023-11-19T00:10:00Z,2023-11-19T13:00:00Z,4,31,2023-11-19T12:10:00Z,1730.0,12,Interpolation,16,Non qualifiée,True,-0.799835502,46.964018371
120,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,1921.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
121,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,1280000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
122,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,2083.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
123,L8122120,L812212001,H,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,503.0,0,Mesure,16,Non qualifiée,True,-0.166850805,46.786083352
124,L8122120,L812212001,Q,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,7700.0,12,Interpolation,16,Non qualifiée,True,-0.166850805,46.786083352
125,L8122120,L812212004,H,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,1074.0,0,Mesure,16,Non qualifiée,True,-0.172030814,46.763977532
126,L8122120,L812212004,Q,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,12000.0,12,Interpolation,16,Non qualifiée,True,-0.172030814,46.763977532
127,L8134020,L813402001,H,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,878.0,0,Mesure,16,Non qualifiée,True,-0.19111622,46.77429523
128,L8134020,L813402001,Q,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,3500.0,12,Interpolation,16,Non qualifiée,True,-0.19111622,46.77429523
129,L8142110,L814211001,H,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,624.0,0,Mesure,16,Non qualifiée,True,-0.139912183,46.883600346
130,L8142110,L814211001,Q,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,13800.0,12,Interpolation,16,Non qualifiée,True,-0.139912183,46.883600346
131,L8213010,L821301001,H,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,835.0,0,Mesure,16,Non qualifiée,True,-0.186961428,46.92308205
132,L8213010,L821301001,Q,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,4310.0,12,Interpolation,16,Non qualifiée,True,-0.186961428,46.92308205
133,L8222110,L822211001,H,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,1443.0,0,Mesure,16,Non qualifiée,True,-0.191248779,46.952492153
134,L8222110,L822211001,Q,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,18400.0,12,Interpolation,16,Non qualifiée,True,-0.191248779,46.952492153
135,L8343010,L834301001,H,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,811.0,0,Mesure,16,Non qualifiée,True,-0.356461584,46.997660056
136,L8343010,L834301001,Q,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,10200.0,12,Interpolation,16,Non qualifiée,True,-0.356461584,46.997660056
137,L8402110,L840211001,H,2023-11-19T00:00:01Z,2023-11-19T12:00:00Z,4,31,2023-11-19T12:00:00Z,199.0,0,Mesure,16,Non qualifiée,True,-0.154410668,47.135904691
